id,pressure [MPa],mass_flux [kg/m2-s],x_e_out [-],D_e [mm],D_h [mm],length [mm],chf_exp [MW/m2],author_Beus,author_Inasaka,author_Janssen,author_Kossolapov,author_Mortimore,author_Peskov,author_Richenderfer,author_Thompson,author_Weatherhead,author_Williams,geometry_annulus,geometry_plate,geometry_tube
9107,,3701.0,0.08263637,5.6,,,1.9,1,0,0,0,0,0,0,0,0,0,1,0,0
9108,6.89,957.0,-0.002932296,,23.6,,4.9,0,0,0,0,0,0,0,1,0,0,0,0,1
9109,6.79,2075.0,0.027687198,10.8,10.8,,4.3,0,0,0,0,0,0,0,1,0,0,0,0,1
9120,0.1,707.0,0.06895307,1.0,,51.0,4.9,0,0,0,0,0,0,0,1,0,0,0,0,1
9128,13.79,888.0,0.11337513,7.8,7.8,591.0,1.6,0,0,0,0,0,0,0,1,0,0,0,0,1
9130,6.89,3770.0,0.048096165,5.6,5.6,432.0,5.9,0,0,0,0,0,0,0,1,0,0,0,0,1
9133,3.9,3784.0,0.071077235,10.8,10.8,864.0,3.6,0,0,0,0,0,0,0,1,0,0,0,0,1
9138,3.96,,0.104278944,,,,1.2,0,0,0,0,0,0,0,1,0,0,0,0,1
9139,4.13,,0.08471226,12.7,42.3,1778.0,2.7,0,0,1,0,0,0,0,0,0,0,1,0,0
9140,6.85,833.0,0.036827266,12.7,38.1,737.0,3.1,0,0,1,0,0,0,0,0,0,0,1,0,0
9143,6.89,5547.0,-0.045914315,12.7,38.1,914.0,8.0,1,0,0,0,0,0,0,0,0,0,1,0,0
9145,13.79,912.0,0.064485535,,11.1,,0.9,0,0,0,0,0,0,0,0,1,0,0,0,1
9146,0.2,2000.0,-0.04120471,15.0,120.0,10.0,6.0,0,0,0,0,0,0,1,0,0,0,0,1,0
9147,6.89,6971.0,-0.056558803,10.3,10.3,794.0,7.3,0,0,0,0,0,0,0,1,0,0,0,0,1
9148,18.27,857.0,-0.105719805,,3.0,150.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
9150,15.51,1844.0,-0.043138627,1.9,1.9,,4.8,0,0,0,0,0,0,0,1,0,0,0,0,1
9151,13.79,3838.0,0.037990913,4.7,4.7,318.0,2.5,0,0,0,0,0,0,0,1,0,0,0,0,1
9154,15.17,2691.0,0.009959133,9.5,9.5,,4.3,0,0,0,0,0,0,0,0,0,1,0,0,1
9156,12.0,4750.0,-0.03995446,10.0,10.0,1000.0,3.1,0,0,0,0,0,1,0,0,0,0,0,0,1
9162,13.79,3721.0,0.08418603,5.6,15.2,2134.0,1.3,1,0,0,0,0,0,0,0,0,0,1,0,0
9163,3.76,2780.0,0.04591603,4.6,4.6,229.0,7.5,0,0,0,0,0,0,0,1,0,0,0,0,1
9167,6.89,7229.0,-0.015747912,10.3,10.3,762.0,4.4,0,0,0,0,0,0,0,1,0,0,0,0,1
9168,6.89,,0.028853271,10.8,,864.0,4.4,0,0,0,0,0,0,0,1,0,0,0,0,1
9169,11.03,1355.0,0.052219503,5.6,15.2,2134.0,2.7,1,0,0,0,0,0,0,0,0,0,1,0,0
9171,6.89,7459.0,-0.030721754,37.5,,1953.0,4.2,0,0,0,0,0,0,0,1,0,0,0,0,1
9173,13.79,4039.0,0.056439612,9.5,9.5,1836.0,2.6,0,0,0,0,0,0,0,0,0,1,0,0,1
9174,13.79,,0.071152106,7.8,,591.0,2.3,0,0,0,0,0,0,0,1,0,0,0,0,1
9175,13.79,2021.0,0.019936612,7.7,7.7,457.0,2.8,0,0,0,0,0,0,0,1,0,0,0,0,1
9176,13.79,1038.0,0.016354552,7.8,7.8,591.0,3.4,0,0,0,0,0,0,0,1,0,0,0,0,1
9181,,1358.0,0.11197602,5.6,15.2,,1.5,1,0,0,0,0,0,0,0,0,0,1,0,0
9184,13.79,1356.0,-0.15303716,7.7,7.7,457.0,9.1,0,0,0,0,0,0,0,0,1,0,0,0,1
9186,13.79,696.0,0.004914134,,1.9,696.0,2.3,0,0,0,0,0,0,0,1,0,0,0,0,1
9188,8.27,4036.0,0.03799703,9.5,9.5,,3.8,0,0,0,0,0,0,0,0,0,1,0,0,1
9189,6.86,3513.0,0.045207772,10.8,10.8,432.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
9190,6.89,555.0,0.08845592,12.7,42.3,1778.0,3.1,0,0,1,0,0,0,0,0,0,0,1,0,0
9191,13.79,1600.0,0.031430654,5.0,13.3,2134.0,2.2,0,0,0,0,1,0,0,0,0,0,1,0,0
9198,15.51,2707.0,0.01653228,5.6,15.2,2134.0,2.5,1,0,0,0,0,0,0,0,0,0,1,0,0
9206,13.79,5588.0,-0.10754395,4.7,,318.0,4.9,0,0,0,0,0,0,0,1,0,0,0,0,1
9207,11.0,,0.073794134,11.5,11.5,1524.0,2.7,0,0,0,0,0,0,0,1,0,0,0,0,1
9208,10.34,7893.0,-0.06599774,10.3,10.3,762.0,4.4,0,0,0,0,0,0,0,1,0,0,0,0,1
9209,13.79,1046.0,0.062300976,7.8,7.8,591.0,2.6,0,0,0,0,0,0,0,1,0,0,0,0,1
9210,,4986.0,-0.07512694,10.0,10.0,,5.2,0,0,0,0,0,1,0,0,0,0,0,0,1
9211,6.89,4082.0,-0.02676639,12.7,38.1,914.0,5.8,0,0,1,0,0,0,0,0,0,0,1,0,0
9212,13.79,2916.0,0.073207445,7.8,7.8,591.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1
9213,13.79,705.0,-0.08870596,7.7,7.7,457.0,3.3,0,0,0,0,0,0,0,1,0,0,0,0,1
9216,13.79,689.0,-0.066866376,,11.1,457.0,3.9,0,0,0,0,0,0,0,1,0,0,0,0,1
9217,18.27,842.0,-0.09604839,3.0,3.0,150.0,3.2,0,0,0,0,0,0,0,1,0,0,0,0,1
9219,15.17,,0.069107614,,9.5,1836.0,2.1,0,0,0,0,0,0,0,0,0,1,0,0,1
9221,13.79,3201.0,-0.05489352,1.9,,152.0,4.9,0,0,0,0,0,0,0,1,0,0,0,0,1
9225,15.17,2680.0,0.07155123,9.5,,1836.0,2.3,0,0,0,0,0,0,0,0,0,1,0,0,1
9226,10.34,3797.0,-0.066305466,10.3,10.3,762.0,6.0,0,0,0,0,0,0,0,1,0,0,0,0,1
9227,,,-0.02016828,1.0,,51.0,6.6,0,0,0,0,0,0,0,1,0,0,0,0,1
9228,3.86,4069.0,0.029828489,10.8,10.8,432.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,1
9238,13.79,1316.0,-0.09158486,4.7,4.7,318.0,3.6,0,0,0,0,0,0,0,1,0,0,0,0,1
9242,6.89,1519.0,0.059313633,12.7,,1778.0,3.0,0,0,1,0,0,0,0,0,0,0,1,0,0
9243,0.1,1500.0,-0.037910476,15.0,120.0,10.0,5.2,0,0,0,0,0,0,1,0,0,0,0,1,0
9247,8.89,4069.0,0.09311631,11.5,11.5,1524.0,2.2,0,0,0,0,0,0,0,1,0,0,0,0,1
9249,10.34,3757.0,-0.056467,,10.3,762.0,6.8,0,0,0,0,0,0,0,1,0,0,0,0,1
9250,13.79,2672.0,0.035194345,7.7,7.7,457.0,2.4,0,0,0,0,0,0,0,1,0,0,0,0,1
9258,3.86,3974.0,0.07165291,10.8,10.8,864.0,3.5,0,0,0,0,0,0,0,1,0,0,0,0,1
9259,7.0,4069.0,0.0036999863,10.8,10.8,864.0,6.0,0,0,0,0,0,0,0,1,0,0,0,0,1
9261,6.96,4123.0,0.09233858,5.6,5.6,432.0,3.6,0,0,0,0,0,0,0,1,0,0,0,0,1
9264,3.83,,0.06744297,5.6,5.6,216.0,5.9,0,0,0,0,0,0,0,1,0,0,0,0,1
9265,13.79,1046.0,0.08095715,7.8,7.8,591.0,2.2,0,0,0,0,0,0,0,1,0,0,0,0,1
9266,17.24,2197.0,-0.055079196,1.9,1.9,152.0,3.3,0,0,0,0,0,0,0,1,0,0,0,0,1
9267,12.07,,-0.03933702,1.9,1.9,696.0,2.5,0,0,0,0,0,0,0,1,0,0,0,0,1
9271,6.89,1926.0,0.078341134,23.6,,610.0,2.3,0,0,0,0,0,0,0,1,0,0,0,0,1
9273,6.86,2034.0,0.068155944,10.8,10.8,216.0,2.2,0,0,0,0,0,0,0,1,0,0,0,0,1
9276,,3825.0,0.031881034,10.3,10.3,762.0,2.2,0,0,0,0,0,0,0,1,0,0,0,0,1
9278,3.86,,0.056322884,10.8,,864.0,4.7,0,0,0,0,0,0,0,1,0,0,0,0,1
9281,6.89,7459.0,-0.022605918,37.5,37.5,1953.0,3.8,0,0,0,0,0,0,0,1,0,0,0,0,1
9282,15.51,1354.0,0.120259255,5.6,15.2,2134.0,1.4,1,0,0,0,0,0,0,0,0,0,1,0,0
9290,6.89,4986.0,-0.010378687,10.3,,762.0,3.8,0,0,0,0,0,0,0,1,0,0,0,0,1
9293,,3784.0,-0.028684804,10.8,10.8,,5.0,0,0,0,0,0,0,0,1,0,0,0,0,1
9296,6.87,1519.0,0.1633352,8.5,22.3,2743.0,2.1,0,0,1,0,0,0,0,0,0,0,1,0,0
9300,6.89,2699.0,0.04045874,8.0,8.0,610.0,4.2,0,0,0,0,0,0,0,1,0,0,0,0,1
9301,15.51,2319.0,-0.055633016,1.9,1.9,,6.0,0,0,0,0,0,0,0,1,0,0,0,0,1
9305,6.89,2319.0,-0.011428951,12.4,12.4,,6.8,0,0,0,0,0,0,0,1,0,0,0,0,1
9306,6.89,1519.0,0.12111288,12.7,42.3,2743.0,2.3,0,0,1,0,0,0,0,0,0,0,1,0,0
9313,6.82,385.0,0.07035043,22.2,96.3,,3.2,0,0,1,0,0,0,0,0,0,0,1,0,0
9317,6.91,2278.0,0.0759541,8.5,,2743.0,4.1,0,0,1,0,0,0,0,0,0,0,1,0,0
9318,12.07,2326.0,-0.009478314,,1.9,152.0,2.6,0,0,0,0,0,0,0,1,0,0,0,0,1
9322,11.0,4069.0,0.07757035,11.5,11.5,1727.0,2.8,0,0,0,0,0,0,0,1,0,0,0,0,1
9329,13.79,1370.0,-0.10537377,4.7,4.7,,4.5,0,0,0,0,0,0,0,1,0,0,0,0,1
9330,15.51,3743.0,-0.049031425,10.8,10.8,,5.0,0,0,0,0,0,0,0,1,0,0,0,0,1
9332,13.79,694.0,0.12065484,7.8,7.8,,1.3,0,0,0,0,0,0,0,1,0,0,0,0,1
9335,13.79,1345.0,-0.002324904,7.7,7.7,457.0,2.5,0,0,0,0,0,0,0,0,1,0,0,0,1
9337,6.89,1344.0,-0.07281366,7.7,7.7,457.0,4.9,0,0,0,0,0,0,0,1,0,0,0,0,1
9338,15.17,3998.0,0.0396851,9.5,,1836.0,2.8,0,0,0,0,0,0,0,0,0,1,0,0,1
9343,6.89,1519.0,0.098642044,12.7,42.3,2743.0,2.6,0,0,0,0,0,0,0,1,0,0,0,0,1
9344,,2590.0,-0.003148705,,,152.0,3.5,0,0,0,0,0,0,0,1,0,0,0,0,1
9346,13.79,852.0,0.046238966,,4.7,305.0,2.3,0,0,0,0,0,0,0,1,0,0,0,0,1
9347,10.34,3960.0,-0.020553116,,10.3,762.0,4.3,0,0,0,0,0,0,0,1,0,0,0,0,1
9348,6.89,833.0,0.022256749,12.7,38.1,737.0,3.7,0,0,1,0,0,0,0,0,0,0,1,0,0
9349,13.79,678.0,0.026410606,,7.7,,2.9,0,0,0,0,0,0,0,1,0,0,0,0,1
9350,6.93,3458.0,0.0052240714,10.8,,864.0,4.8,0,0,0,0,0,0,0,1,0,0,0,0,1
9352,2.63,2875.0,0.059472766,1.0,1.0,38.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,1
9357,,1337.0,0.03181201,7.7,7.7,457.0,2.3,0,0,0,0,0,0,0,0,1,0,0,0,1
9360,18.96,1939.0,-0.124572664,1.9,1.9,,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1
9364,9.68,,0.055213887,12.7,42.3,,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0
9367,8.27,2767.0,-0.05280091,3.0,,150.0,6.7,0,0,0,0,0,0,0,1,0,0,0,0,1
9368,,1842.0,0.01574968,10.0,,1650.0,2.2,0,0,0,0,0,1,0,0,0,0,0,0,1
9370,15.51,3701.0,0.07166189,5.6,,,1.5,1,0,0,0,0,0,0,0,0,0,1,0,0
9371,11.07,2034.0,0.064789,11.5,11.5,914.0,2.8,0,0,0,0,0,0,0,1,0,0,0,0,1
9372,13.79,2685.0,0.037256375,7.7,7.7,457.0,2.3,0,0,0,0,0,0,0,1,0,0,0,0,1
9379,13.79,1736.0,0.07589013,7.8,7.8,591.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1
9380,13.79,1492.0,0.057775967,7.8,7.8,591.0,2.6,0,0,0,0,0,0,0,1,0,0,0,0,1
9381,,3052.0,0.032550957,,24.6,1778.0,3.2,1,0,0,0,0,0,0,0,0,0,1,0,0
9382,6.89,2658.0,0.049986918,23.6,23.6,1972.0,2.7,0,0,0,0,0,0,0,1,0,0,0,0,1
9386,13.79,1994.0,-0.05274353,1.9,1.9,152.0,3.4,0,0,0,0,0,0,0,1,0,0,0,0,1
9387,6.89,2278.0,0.15779112,8.5,22.3,2743.0,2.2,0,0,1,0,0,0,0,0,0,0,1,0,0
9388,10.0,4986.0,0.047587585,10.0,10.0,400.0,1.6,0,0,0,0,0,0,0,1,0,0,0,0,1
9394,10.38,2631.0,0.047235087,4.6,4.6,229.0,3.7,0,0,0,0,0,0,0,1,0,0,0,0,1
9403,,2902.0,-0.04072829,3.0,3.0,,4.8,0,0,0,0,0,0,0,1,0,0,0,0,1
9406,,1355.0,0.09645347,5.6,,,1.1,1,0,0,0,0,0,0,0,0,0,1,0,0
9408,15.51,2693.0,0.092009395,,,2134.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0
9410,6.89,4069.0,0.016434714,10.8,10.8,,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1
9412,13.79,1345.0,0.10278363,5.6,15.2,2134.0,1.1,1,0,0,0,0,0,0,0,0,0,1,0,0
9413,6.86,4096.0,-0.023831835,10.8,10.8,,10.4,0,0,0,0,0,0,0,1,0,0,0,0,1
9416,10.34,3947.0,0.008227482,10.3,10.3,762.0,2.8,0,0,0,0,0,0,0,1,0,0,0,0,1
9418,3.45,5696.0,0.021177484,10.3,,762.0,4.5,0,0,0,0,0,0,0,1,0,0,0,0,1
9422,,7500.0,-0.05055536,10.3,10.3,762.0,5.9,0,0,0,0,0,0,0,1,0,0,0,0,1
9423,11.1,3404.0,0.075182214,11.5,,1143.0,2.1,0,0,0,0,0,0,0,1,0,0,0,0,1
9424,18.27,1655.0,-0.08218852,3.0,3.0,150.0,3.2,0,0,0,0,0,0,0,1,0,0,0,0,1
9426,13.79,4042.0,-0.031389814,1.9,,152.0,2.6,0,0,0,0,0,0,0,1,0,0,0,0,1
9437,13.79,4136.0,0.08840569,4.6,4.6,295.0,2.2,0,0,0,0,0,0,0,1,0,0,0,0,1
9449,,4096.0,0.00448788,10.8,10.8,864.0,4.6,0,0,0,0,0,0,0,1,0,0,0,0,1
9451,13.79,5249.0,-0.12566449,5.7,5.7,625.0,5.5,0,0,0,0,0,0,0,1,0,0,0,0,1
9452,10.57,5588.0,0.022278702,37.5,37.5,1953.0,2.5,0,0,0,0,0,0,0,1,0,0,0,0,1
9455,18.96,3065.0,-0.09259992,1.9,,152.0,2.6,0,0,0,0,0,0,0,1,0,0,0,0,1
9459,,1842.0,0.03943307,10.0,10.0,520.0,1.9,0,0,0,0,0,1,0,0,0,0,0,0,1
9460,6.79,4055.0,0.029930253,10.8,10.8,864.0,3.6,0,0,0,0,0,0,0,1,0,0,0,0,1
9475,6.89,3784.0,-0.0015983538,10.8,10.8,432.0,4.8,0,0,0,0,0,0,0,1,0,0,0,0,1
9476,13.79,1641.0,0.056109156,7.8,7.8,591.0,2.8,0,0,0,0,0,0,0,1,0,0,0,0,1
9478,15.51,3997.0,0.017211393,5.6,15.2,2134.0,2.3,1,0,0,0,0,0,0,0,0,0,1,0,0
9482,13.79,1655.0,0.037088033,7.7,7.7,457.0,2.2,0,0,0,0,0,0,0,1,0,0,0,0,1
9484,,686.0,0.12182056,,11.1,,1.2,0,0,0,0,0,0,0,0,1,0,0,0,1
9485,13.79,1736.0,0.07175476,7.8,7.8,591.0,2.1,0,0,0,0,0,0,0,1,0,0,0,0,1
9486,12.07,,-0.025299644,1.9,1.9,152.0,1.8,0,0,0,0,0,0,0,1,0,0,0,0,1
9488,,5479.0,0.040806785,4.7,4.7,318.0,2.7,0,0,0,0,0,0,0,1,0,0,0,0,1
9490,10.34,4286.0,-0.06923562,10.3,10.3,762.0,5.8,0,0,0,0,0,0,0,1,0,0,0,0,1
9497,13.79,,-0.1583563,7.7,7.7,457.0,5.1,0,0,0,0,0,0,0,0,1,0,0,0,1
9498,13.79,3974.0,-0.044398904,,1.9,696.0,3.8,0,0,0,0,0,0,0,1,0,0,0,0,1
9504,,3838.0,0.023410855,10.8,10.8,864.0,4.2,0,0,0,0,0,0,0,1,0,0,0,0,1
9505,6.89,5561.0,0.08728961,6.4,15.9,914.0,1.2,0,0,1,0,0,0,0,0,0,0,1,0,0
9508,13.79,2563.0,0.008322995,7.7,7.7,457.0,2.7,0,0,0,0,0,0,0,0,1,0,0,0,1
9511,6.89,7866.0,-0.057780664,10.3,10.3,794.0,6.7,0,0,0,0,0,0,0,1,0,0,0,0,1
9513,15.17,2685.0,0.06798768,9.5,9.5,1836.0,2.3,0,0,0,0,0,0,0,0,0,1,0,0,1
9515,,,0.050453443,,10.3,794.0,2.2,0,0,0,0,0,0,0,1,0,0,0,0,1
9517,15.51,2102.0,-0.056715384,,1.9,152.0,5.5,0,0,0,0,0,0,0,1,0,0,0,0,1
9520,6.89,1356.0,0.06969841,23.6,23.6,1972.0,2.6,0,0,0,0,0,0,0,1,0,0,0,0,1
9523,,3784.0,-0.019304112,4.7,4.7,318.0,3.9,0,0,0,0,0,0,0,1,0,0,0,0,1
9532,6.89,3838.0,-0.086621076,3.6,3.6,76.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,1
9533,6.89,3784.0,0.02999624,12.8,12.8,1930.0,3.9,0,0,0,0,0,0,0,1,0,0,0,0,1
9536,6.89,1899.0,0.05005428,37.5,37.5,1953.0,2.8,0,0,0,0,0,0,0,1,0,0,0,0,1
9539,11.07,4055.0,0.01377722,11.5,11.5,1143.0,4.6,0,0,0,0,0,0,0,1,0,0,0,0,1
9542,7.0,2061.0,0.08433109,5.6,5.6,432.0,4.9,0,0,0,0,0,0,0,1,0,0,0,0,1
9545,13.79,1736.0,-0.12560433,7.7,7.7,457.0,5.5,0,0,0,0,0,0,0,1,0,0,0,0,1
9548,7.03,,0.014805222,10.8,10.8,,4.8,0,0,0,0,0,0,0,1,0,0,0,0,1
9549,13.79,1356.0,0.035706256,7.7,7.7,457.0,2.2,0,0,0,0,0,0,0,1,0,0,0,0,1
9552,6.89,,0.06765566,12.7,42.3,1778.0,2.6,0,0,1,0,0,0,0,0,0,0,1,0,0
9567,,,0.0071446756,8.5,,1778.0,4.3,0,0,1,0,0,0,0,0,0,0,1,0,0
9568,,2265.0,0.11320791,8.5,,2743.0,2.9,0,0,1,0,0,0,0,0,0,0,1,0,0
9570,13.79,4096.0,0.052364692,7.8,7.8,591.0,2.6,0,0,0,0,0,0,0,1,0,0,0,0,1
9571,13.79,1021.0,0.08054445,7.8,7.8,591.0,2.3,0,0,0,0,0,0,0,1,0,0,0,0,1
9572,6.89,5262.0,-0.08101243,23.6,23.6,610.0,5.9,0,0,0,0,0,0,0,1,0,0,0,0,1
9573,0.1,882.0,-0.037815858,15.0,120.0,10.0,4.2,0,0,0,1,0,0,0,0,0,0,0,1,0
9580,2.63,,-0.006806479,3.0,3.0,150.0,2.9,0,0,0,0,0,0,0,1,0,0,0,0,1
9581,11.03,2672.0,0.12080448,11.5,,1524.0,1.4,0,0,0,0,0,0,0,1,0,0,0,0,1
9583,13.79,816.0,-0.10656724,4.7,4.7,,6.8,0,0,0,0,0,0,0,1,0,0,0,0,1
9584,14.0,1492.0,-0.022110611,,10.0,890.0,3.2,0,0,0,0,0,1,0,0,0,0,0,0,1
9585,,4750.0,-0.003661841,10.0,10.0,1650.0,0.8,0,0,0,0,0,1,0,0,0,0,0,0,1
9586,17.24,3580.0,-0.06958293,1.9,1.9,152.0,5.8,0,0,0,0,0,0,0,1,0,0,0,0,1
9590,13.79,660.0,-0.15115787,11.1,11.1,457.0,7.0,0,0,0,0,0,0,0,0,1,0,0,0,1
9594,11.1,4096.0,0.06460159,11.5,11.5,914.0,2.4,0,0,0,0,0,0,0,1,0,0,0,0,1
9598,6.89,2794.0,0.011221683,6.4,15.9,914.0,3.9,0,0,1,0,0,0,0,0,0,0,1,0,0
9599,6.89,3825.0,-0.04345478,23.6,,1972.0,6.6,0,0,0,0,0,0,0,1,0,0,0,0,1
9605,13.79,1336.0,0.011340594,7.7,7.7,457.0,2.9,0,0,0,0,0,0,0,1,0,0,0,0,1
9608,13.79,3648.0,-0.031365823,4.7,4.7,318.0,3.1,0,0,0,0,0,0,0,1,0,0,0,0,1
9615,6.85,,0.13033123,8.5,22.3,2591.0,2.1,0,0,1,0,0,0,0,0,0,0,1,0,0
9616,6.89,3811.0,0.03807809,12.8,12.8,1930.0,3.3,0,0,0,0,0,0,0,1,0,0,0,0,1
9621,3.45,3960.0,0.035097584,10.3,10.3,762.0,5.3,0,0,0,0,0,0,0,1,0,0,0,0,1
9623,,1078.0,-0.082820766,,4.7,318.0,13.0,0,0,0,0,0,0,0,1,0,0,0,0,1
9625,6.89,2767.0,0.06374268,12.7,38.1,914.0,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0
9628,15.17,,0.014000676,9.5,9.5,1836.0,3.3,0,0,0,0,0,0,0,0,0,1,0,0,1
9629,,4096.0,0.089774765,7.8,7.8,591.0,1.8,0,0,0,0,0,0,0,1,0,0,0,0,1
9630,6.89,6510.0,-0.023327576,10.3,10.3,,5.0,0,0,0,0,0,0,0,1,0,0,0,0,1
9634,,,-0.013858255,12.8,12.8,1930.0,5.2,0,0,0,0,0,0,0,1,0,0,0,0,1
9637,6.93,3770.0,0.04097684,,,864.0,4.2,0,0,0,0,0,0,0,1,0,0,0,0,1
9640,6.89,5425.0,0.08551514,23.6,23.6,1972.0,1.3,0,0,0,0,0,0,0,1,0,0,0,0,1
9641,13.79,1352.0,0.09448085,7.7,,457.0,1.3,0,0,0,0,0,0,0,0,1,0,0,0,1
9642,6.85,,0.009852339,6.4,15.9,914.0,3.4,0,0,1,0,0,0,0,0,0,0,1,0,0
9643,12.07,2509.0,-0.035822097,1.9,,152.0,3.8,0,0,0,0,0,0,0,1,0,0,0,0,1
9644,20.0,3730.0,-0.082807,10.0,10.0,1300.0,4.1,0,0,0,0,0,0,0,1,0,0,0,0,1
9647,13.79,7025.0,-0.041648872,4.7,4.7,,3.6,0,0,0,0,0,0,0,1,0,0,0,0,1
9648,,1355.0,0.062797494,5.6,15.2,,2.2,1,0,0,0,0,0,0,0,0,0,1,0,0
9658,0.51,1000.0,-0.025853464,15.0,,10.0,5.9,0,0,0,0,0,0,0,1,0,0,0,0,1
9663,6.79,4014.0,0.009690509,10.8,10.8,216.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1
9664,6.93,4062.0,0.042453166,10.8,10.8,,4.2,0,0,0,0,0,0,0,1,0,0,0,0,1
9667,,1953.0,0.051100776,11.1,11.1,457.0,2.3,0,0,0,0,0,0,0,1,0,0,0,0,1
9669,6.89,,0.061181474,37.5,,1953.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1
9670,13.79,943.0,0.03495798,7.7,7.7,457.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1
9675,0.2,2000.0,-0.043164294,15.0,120.0,10.0,6.2,0,0,0,0,0,0,1,0,0,0,0,1,0
9676,10.0,1617.0,-0.03463895,10.0,10.0,890.0,3.8,0,0,0,0,0,1,0,0,0,0,0,0,1
9680,13.79,2604.0,0.04269552,7.7,7.7,,2.8,0,0,0,0,0,0,0,1,0,0,0,0,1
9681,10.34,,-0.07374347,10.3,10.3,762.0,6.7,0,0,0,0,0,0,0,1,0,0,0,0,1
9685,13.79,3608.0,0.042840727,4.7,4.7,318.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1
9686,6.87,3065.0,0.03272468,8.5,24.6,1778.0,4.3,0,0,1,0,0,0,0,0,0,0,1,0,0
9689,13.79,4910.0,-0.1606796,4.7,4.7,318.0,9.0,0,0,0,0,0,0,0,1,0,0,0,0,1
9692,,5967.0,-0.07745182,10.3,10.3,216.0,6.2,0,0,0,0,0,0,0,1,0,0,0,0,1
9694,,2278.0,0.065651275,,22.3,2743.0,4.5,0,0,1,0,0,0,0,0,0,0,1,0,0
9696,13.79,,-0.062372636,,4.7,318.0,4.7,0,0,0,0,0,0,0,1,0,0,0,0,1
9697,13.79,2618.0,0.056831848,7.7,7.7,,2.3,0,0,0,0,0,0,0,1,0,0,0,0,1
9698,6.89,5357.0,-0.06736515,23.6,23.6,,7.8,0,0,0,0,0,0,0,1,0,0,0,0,1
9704,13.79,3784.0,-0.0980051,11.1,11.1,457.0,3.9,0,0,0,0,0,0,0,0,1,0,0,0,1
9709,13.79,882.0,0.030003728,7.7,7.7,457.0,2.4,0,0,0,0,0,0,0,1,0,0,0,0,1
9712,10.34,6049.0,-0.06688807,,,762.0,6.0,0,0,0,0,0,0,0,1,0,0,0,0,1
9716,7.0,4069.0,0.07559796,5.6,5.6,432.0,4.5,0,0,0,0,0,0,0,1,0,0,0,0,1
9717,15.51,2984.0,-0.055108774,1.9,1.9,152.0,7.3,0,0,0,0,0,0,0,1,0,0,0,0,1
9718,6.89,,0.14212555,8.5,22.3,2743.0,2.1,0,0,1,0,0,0,0,0,0,0,1,0,0
9721,15.51,2211.0,-0.04790771,1.9,,152.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1
9725,13.79,2143.0,0.071146116,7.8,7.8,591.0,2.1,0,0,0,0,0,0,0,1,0,0,0,0,1
9727,10.34,7920.0,-0.11136072,,10.3,762.0,8.8,0,0,0,0,0,0,0,1,0,0,0,0,1
9729,6.86,2061.0,0.06890647,5.6,5.6,216.0,3.4,0,0,0,0,0,0,0,1,0,0,0,0,1
9737,4.13,2278.0,0.08877016,,42.3,1778.0,2.7,0,0,1,0,0,0,0,0,0,0,1,0,0
9738,6.89,6795.0,-0.04769787,10.3,10.3,794.0,5.8,0,0,0,0,0,0,0,1,0,0,0,0,1
9741,13.79,2401.0,-0.03388103,,1.9,152.0,2.8,0,0,0,0,0,0,0,1,0,0,0,0,1
9742,13.79,,-0.06238601,4.7,,,4.8,0,0,0,0,0,0,0,1,0,0,0,0,1
9744,,2721.0,0.028906234,13.3,9.5,,2.6,0,0,0,0,1,0,0,0,0,0,0,0,1
9746,8.3,1519.0,0.08064876,12.7,42.3,1778.0,2.1,0,0,1,0,0,0,0,0,0,0,1,0,0
9751,15.51,,-0.04797423,1.9,1.9,152.0,3.2,0,0,0,0,0,0,0,1,0,0,0,0,1
9758,15.51,,0.021414025,5.6,15.2,2134.0,2.1,1,0,0,0,0,0,0,0,0,0,1,0,0
9762,13.79,1356.0,0.00242901,7.7,7.7,457.0,2.9,0,0,0,0,0,0,0,0,1,0,0,0,1
9767,6.89,3865.0,0.059472203,5.6,5.6,216.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1
9773,13.79,3296.0,-0.04566188,,1.9,152.0,3.2,0,0,0,0,0,0,0,1,0,0,0,0,1
9778,15.51,3065.0,-0.04809018,,1.9,696.0,3.8,0,0,0,0,0,0,0,1,0,0,0,0,1
9780,18.96,1939.0,-0.124683306,1.9,1.9,696.0,2.8,0,0,0,0,0,0,0,1,0,0,0,0,1
